Time	VP	VN VAUXP[0] VAUXP0
5572460	0.364990234375	0
5574220	0.406982421875	0
5575980	0.387939453125	0
5577740	0.05810546875	0
5579500	0.406982421875	0
5581260	0.2060546875	0
5583020	0.16796875	0
5584780	0.26708984375	0
5586540	0.406982421875	0
5588300	0.095947265625	0
5590060	0.326904296875	0
5591820	0.387939453125	0
5593580	0.076904296875	0
5595340	0.06591796875	0
5597100	0.10791015625	0
5598860	0.089111328125	0
5600620	0.236083984375	0
5602380	0.41796875	0
5604140	0.426025390625	0
5605900	0.0048828125	0
5607660	0.4970703125	0
5609420	0.198974609375	0
5611180	0.7470703125	0
5612940	0.65087890625	0
5614700	0.076904296875	0
5616460	0.218017578125	0
5618220	0.527099609375	0
5619980	0.14599609375	0
5621740	0.406982421875	0
5623500	0.693115234375	0
5625260	0.035888671875	0
5627020	0.364990234375	0
5628780	0.16796875	0
5630540	0.325927734375	0
5632300	0.534912109375	0
5634060	0.467041015625	0
5635820	0.593994140625	0
5637580	0.7080078125	0
5639340	0.076904296875	0
5641100	0.047119140625	0
5642860	0.623046875	0
5644620	0.218017578125	0
5646380	0.748046875	0
5648140	0.7080078125	0
5649900	0.716064453125	0
5651660	0.345947265625	0
5653420	0.722900390625	0
5655180	0.693115234375	0
5656940	0.64111328125	0
5658700	0.089111328125	0
5660460	0.2548828125	0
5662220	0.137939453125	0
5663980	0.345947265625	0
5665740	0.116943359375	0
5667500	0.26708984375	0
5669260	0.364990234375	0
5671020	0.65087890625	0
5672780	0.345947265625	0
5674540	0.047119140625	0
5676300	0.137939453125	0
5678060	0.05810546875	0
5679820	0.285888671875	0
5681580	0.297119140625	0
5683340	0.198974609375	0
5685100	0.660888671875	0
5686860	0.236083984375	0
5688620	0.2548828125	0
5690380	0.198974609375	0
5692140	0.575927734375	0
5693900	0.593994140625	0
5695660	0.089111328125	0
5697420	0.345947265625	0
5699180	0.406982421875	0
5700940	0.722900390625	0
5702700	0.387939453125	0
5704460	0.30810546875	0
5706220	0.693115234375	0
5707980	0.7080078125	0
5709740	0.218017578125	0
5711500	0.345947265625	0
5713260	0.575927734375	0
5715020	0.285888671875	0
5716780	0.076904296875	0
5718540	0.06591796875	0
5720300	0.297119140625	0
5722060	0.387939453125	0
5723820	0.612060546875	0
5725580	0.35791015625	0
5727340	0.575927734375	0
5729100	0.236083984375	0
5730860	0.56494140625	0
5732620	0.028076171875	0
5734380	0.75	0
5736140	0.176025390625	0
5737900	0.722900390625	0
5739660	0.693115234375	0
5741420	0.575927734375	0
5743180	0.16796875	0
5744940	0.426025390625	0
5746700	0.137939453125	0
5748460	0.677978515625	0
5750220	0.73388671875	0
5751980	0.7080078125	0
5753740	0.10791015625	0
5755500	0.73388671875	0
5757260	0.387939453125	0
5759020	0.325927734375	0
5760780	0.4970703125	0
5762540	0.72802734375	0
5764300	0.176025390625	0
5766060	0.60498046875	0
5767820	0.7080078125	0
5769580	0.14599609375	0
5771340	0.116943359375	0
5773100	0.198974609375	0
5774860	0.16796875	0
5776620	0.43701171875	0
5778380	0.739990234375	0
5780140	0.447998046875	0
5781900	0.0048828125	0
5783660	0.51611328125	0
5785420	0.2060546875	0
5787180	0.74609375	0
5788940	0.66796875	0
5790700	0.076904296875	0
5792460	0.22900390625	0
5794220	0.5458984375	0
5795980	0.156982421875	0
5797740	0.426025390625	0
5799500	0.7080078125	0
5801260	0.035888671875	0
5803020	0.376953125	0
5804780	0.176025390625	0
5806540	0.337890625	0
5808300	0.556884765625	0
5810060	0.486083984375	0
5811820	0.612060546875	0
5813580	0.716064453125	0
5815340	0.076904296875	0
5817100	0.047119140625	0
5818860	0.64111328125	0
5820620	0.22900390625	0
5822380	0.742919921875	0
5824140	0.716064453125	0
5825900	0.722900390625	0
5827660	0.35791015625	0
5829420	0.72802734375	0
5831180	0.7080078125	0
5832940	0.660888671875	0
5834700	0.095947265625	0
5836460	0.26708984375	0
5838220	0.14599609375	0
5839980	0.364990234375	0
5841740	0.126953125	0
5843500	0.278076171875	0
5845260	0.376953125	0
5847020	0.66796875	0
5848780	0.35791015625	0
5850540	0.047119140625	0
5852300	0.14599609375	0
5854060	0.05810546875	0
5855820	0.297119140625	0
5857580	0.30810546875	0
5859340	0.2060546875	0
5861100	0.677978515625	0
5862860	0.248046875	0
5864620	0.26708984375	0
5866380	0.2060546875	0
5868140	0.593994140625	0
5869900	0.612060546875	0
5871660	0.095947265625	0
5873420	0.35791015625	0
5875180	0.426025390625	0
5876940	0.72802734375	0
5878700	0.406982421875	0
5880460	0.325927734375	0
5882220	0.7080078125	0
5883980	0.716064453125	0
5885740	0.22900390625	0
5887500	0.35791015625	0
5889260	0.593994140625	0
5891020	0.297119140625	0
5892780	0.076904296875	0
5894540	0.06591796875	0
5896300	0.30810546875	0
5898060	0.406982421875	0
5899820	0.633056640625	0
5901580	0.376953125	0
5903340	0.593994140625	0
5905100	0.248046875	0
5906860	0.5830078125	0
5908620	0.028076171875	0
5910380	0.74609375	0
5912140	0.18701171875	0
5913900	0.72802734375	0
5915660	0.7080078125	0
5917420	0.593994140625	0
5919180	0.176025390625	0
5920940	0.447998046875	0
5922700	0.14599609375	0
5924460	0.693115234375	0
5926220	0.73388671875	0
5927980	0.716064453125	0
5929740	0.116943359375	0
5931500	0.73388671875	0
5933260	0.406982421875	0
5935020	0.337890625	0
5936780	0.51611328125	0
5938540	0.73388671875	0
5940300	0.18701171875	0
5942060	0.623046875	0
5943820	0.716064453125	0
5945580	0.156982421875	0
5947340	0.126953125	0
5949100	0.2060546875	0
5950860	0.176025390625	0
5952620	0.4560546875	0
5954380	0.739990234375	0
5956140	0.467041015625	0
5957900	0.0048828125	0
5959660	0.534912109375	0
5961420	0.218017578125	0
5963180	0.74609375	0
5964940	0.68408203125	0
5966700	0.076904296875	0
5968460	0.236083984375	0
5970220	0.56494140625	0
5971980	0.16796875	0
5973740	0.447998046875	0
5975500	0.722900390625	0
5977260	0.035888671875	0
5979020	0.39599609375	0
5980780	0.18701171875	0
5982540	0.35791015625	0
5984300	0.575927734375	0
5986060	0.5048828125	0
5987820	0.633056640625	0
5989580	0.72802734375	0
5991340	0.076904296875	0
5993100	0.047119140625	0
5994860	0.66796875	0
5996620	0.236083984375	0
5998380	0.742919921875	0
6000140	0.72802734375	0
6001900	0.73388671875	0
6003660	0.376953125	0
6005420	0.73388671875	0
6007180	0.722900390625	0
6008940	0.68408203125	0
6010700	0.095947265625	0
6012460	0.278076171875	0
6014220	0.156982421875	0
6015980	0.387939453125	0
6017740	0.137939453125	0
6019500	0.285888671875	0
6021260	0.39599609375	0
6023020	0.68408203125	0
6024780	0.376953125	0
6026540	0.047119140625	0
6028300	0.156982421875	0
6030060	0.06591796875	0
6031820	0.30810546875	0
6033580	0.326904296875	0
6035340	0.218017578125	0
6037100	0.693115234375	0
6038860	0.2548828125	0
6040620	0.278076171875	0
6042380	0.218017578125	0
6044140	0.623046875	0
6045900	0.633056640625	0
6047660	0.095947265625	0
6049420	0.376953125	0
6051180	0.447998046875	0
6052940	0.73388671875	0
6054700	0.426025390625	0
6056460	0.337890625	0
6058220	0.722900390625	0
6059980	0.72802734375	0
6061740	0.236083984375	0
6063500	0.376953125	0
6065260	0.612060546875	0
6067020	0.325927734375	0
6068780	0.076904296875	0
6070540	0.06591796875	0
6072300	0.325927734375	0
6074060	0.426025390625	0
6075820	0.660888671875	0
6077580	0.39599609375	0
6079340	0.623046875	0
6081100	0.2548828125	0
6082860	0.60498046875	0
6084620	0.028076171875	0
6086380	0.74609375	0
6088140	0.198974609375	0
6089900	0.73388671875	0
6091660	0.722900390625	0
6093420	0.612060546875	0
6095180	0.18701171875	0
6096940	0.467041015625	0
6098700	0.156982421875	0
6100460	0.7080078125	0
6102220	0.739990234375	0
6103980	0.72802734375	0
6105740	0.116943359375	0
6107500	0.739990234375	0
6109260	0.426025390625	0
6111020	0.35791015625	0
6112780	0.534912109375	0
6114540	0.739990234375	0
6116300	0.198974609375	0
6118060	0.65087890625	0
6119820	0.72802734375	0
6121580	0.16796875	0
6123340	0.137939453125	0
6125100	0.218017578125	0
6126860	0.18701171875	0
6128620	0.47509765625	0
6130380	0.742919921875	0
6132140	0.51611328125	0
6133900	0.0048828125	0
6135660	0.593994140625	0
6137420	0.236083984375	0
6139180	0.739013671875	0
6140940	0.73388671875	0
6142700	0.089111328125	0
6144460	0.2548828125	0
6146220	0.623046875	0
6147980	0.18701171875	0
6149740	0.4970703125	0
6151500	0.75	0
6153260	0.035888671875	0
6155020	0.43701171875	0
6156780	0.2060546875	0
6158540	0.39599609375	0
6160300	0.633056640625	0
6162060	0.556884765625	0
6163820	0.693115234375	0
6165580	0.75	0
6167340	0.089111328125	0
6169100	0.05810546875	0
6170860	0.722900390625	0
6172620	0.26708984375	0
6174380	0.742919921875	0
6176140	0.75	0
6177900	0.75	0
6179660	0.41796875	0
6181420	0.75	0
6183180	0.75	0
6184940	0.73388671875	0
6186700	0.10791015625	0
6188460	0.30810546875	0
6190220	0.176025390625	0
6191980	0.426025390625	0
6193740	0.14599609375	0
6195500	0.325927734375	0
6197260	0.43701171875	0
6199020	0.73388671875	0
6200780	0.41796875	0
6202540	0.05810546875	0
6204300	0.176025390625	0
6206060	0.076904296875	0
6207820	0.345947265625	0
6209580	0.364990234375	0
6211340	0.236083984375	0
6213100	0.739990234375	0
6214860	0.285888671875	0
6216620	0.30810546875	0
6218380	0.248046875	0
6220140	0.68408203125	0
6221900	0.693115234375	0
6223660	0.10791015625	0
6225420	0.41796875	0
6227180	0.4970703125	0
6228940	0.75	0
6230700	0.47509765625	0
6232460	0.376953125	0
6234220	0.75	0
6235980	0.75	0
6237740	0.26708984375	0
6239500	0.41796875	0
6241260	0.677978515625	0
6243020	0.35791015625	0
6244780	0.089111328125	0
6246540	0.076904296875	0
6248300	0.35791015625	0
6250060	0.47509765625	0
6251820	0.716064453125	0
6253580	0.43701171875	0
6255340	0.68408203125	0
6257100	0.285888671875	0
6258860	0.66796875	0
6260620	0.028076171875	0
6262380	0.739013671875	0
6264140	0.218017578125	0
6265900	0.75	0
6267660	0.75	0
6269420	0.677978515625	0
6271180	0.2060546875	0
6272940	0.51611328125	0
6274700	0.176025390625	0
6276460	0.74609375	0
6278220	0.75	0
6279980	0.75	0
6281740	0.126953125	0
6283500	0.7470703125	0
6285260	0.47509765625	0
6287020	0.39599609375	0
6288780	0.593994140625	0
6290540	0.75	0
6292300	0.218017578125	0
6294060	0.7080078125	0
6295820	0.75	0
6297580	0.18701171875	0
6299340	0.14599609375	0
6301100	0.236083984375	0
6302860	0.2060546875	0
6304620	0.527099609375	0
6306380	0.7470703125	0
6308140	0.65087890625	0
6309900	0.0048828125	0
6311660	0.722900390625	0
6313420	0.297119140625	0
6315180	0.466064453125	0
6316940	0.655029296875	0
6318700	0.116943359375	0
6320460	0.325927734375	0
6322220	0.742919921875	0
6323980	0.236083984375	0
6325740	0.623046875	0
6327500	0.580078125	0
6329260	0.047119140625	0
6331020	0.556884765625	0
6332780	0.2548828125	0
6334540	0.4970703125	0
6336300	0.748046875	0
6338060	0.693115234375	0
6339820	0.73291015625	0
6341580	0.555908203125	0
6343340	0.116943359375	0
6345100	0.076904296875	0
6346860	0.68310546875	0
6348620	0.337890625	0
6350380	0.485107421875	0
6352140	0.555908203125	0
6353900	0.555908203125	0
6355660	0.527099609375	0
6357420	0.5390625	0
6359180	0.580078125	0
6360940	0.655029296875	0
6362700	0.126953125	0
6364460	0.387939453125	0
6366220	0.218017578125	0
6367980	0.534912109375	0
6369740	0.176025390625	0
6371500	0.406982421875	0
6373260	0.556884765625	0
6375020	0.655029296875	0
6376780	0.527099609375	0
6378540	0.076904296875	0
6380300	0.218017578125	0
6382060	0.095947265625	0
6383820	0.43701171875	0
6385580	0.4560546875	0
6387340	0.297119140625	0
6389100	0.636962890625	0
6390860	0.35791015625	0
6392620	0.387939453125	0
6394380	0.30810546875	0
6396140	0.739013671875	0
6397900	0.73291015625	0
6399660	0.137939453125	0
6401420	0.527099609375	0
6403180	0.623046875	0
6404940	0.5390625	0
6406700	0.593994140625	0
6408460	0.467041015625	0
6410220	0.580078125	0
6411980	0.555908203125	0
6413740	0.337890625	0
6415500	0.527099609375	0
6417260	0.742919921875	0
6419020	0.447998046875	0
6420780	0.116943359375	0
6422540	0.095947265625	0
6424300	0.447998046875	0
6426060	0.593994140625	0
6427820	0.697998046875	0
6429580	0.5458984375	0
6431340	0.739013671875	0
6433100	0.35791015625	0
6434860	0.7470703125	0
6436620	0.035888671875	0
6438380	0.485107421875	0
6440140	0.278076171875	0
6441900	0.5390625	0
6443660	0.580078125	0
6445420	0.739013671875	0
6447180	0.2548828125	0
6448940	0.64111328125	0
6450700	0.218017578125	0
6452460	0.60205078125	0
6454220	0.5390625	0
6455980	0.555908203125	0
6457740	0.156982421875	0
6459500	0.5390625	0
6461260	0.593994140625	0
6463020	0.4970703125	0
6464780	0.72802734375	0
6466540	0.5390625	0
6468300	0.26708984375	0
6470060	0.7060546875	0
6471820	0.555908203125	0
6473580	0.236083984375	0
6475340	0.176025390625	0
6477100	0.297119140625	0
6478860	0.2548828125	0
6480620	0.660888671875	0
6482380	0.512939453125	0
6484140	0.68408203125	0
6485900	0.0048828125	0
6487660	0.739990234375	0
6489420	0.325927734375	0
6491180	0.633056640625	0
6492940	0.72802734375	0
6494700	0.126953125	0
6496460	0.345947265625	0
6498220	0.748046875	0
6499980	0.248046875	0
6501740	0.660888671875	0
6503500	0.693115234375	0
6505260	0.047119140625	0
6507020	0.593994140625	0
6508780	0.278076171875	0
6510540	0.527099609375	0
6512300	0.75	0
6514060	0.722900390625	0
6515820	0.75	0
6517580	0.677978515625	0
6519340	0.126953125	0
6521100	0.089111328125	0
6522860	0.739990234375	0
6524620	0.364990234375	0
6526380	0.64111328125	0
6528140	0.677978515625	0
6529900	0.68408203125	0
6531660	0.56494140625	0
6533420	0.677978515625	0
6535180	0.693115234375	0
6536940	0.72802734375	0
6538700	0.137939453125	0
6540460	0.41796875	0
6542220	0.236083984375	0
6543980	0.575927734375	0
6545740	0.18701171875	0
6547500	0.43701171875	0
6549260	0.593994140625	0
6551020	0.73388671875	0
6552780	0.56494140625	0
6554540	0.089111328125	0
6556300	0.236083984375	0
6558060	0.10791015625	0
6559820	0.467041015625	0
6561580	0.486083984375	0
6563340	0.325927734375	0
6565100	0.722900390625	0
6566860	0.387939453125	0
6568620	0.41796875	0
6570380	0.326904296875	0
6572140	0.75	0
6573900	0.75	0
6575660	0.14599609375	0
6577420	0.56494140625	0
6579180	0.660888671875	0
6580940	0.66796875	0
6582700	0.633056640625	0
6584460	0.4970703125	0
6586220	0.693115234375	0
6587980	0.677978515625	0
6589740	0.364990234375	0
6591500	0.56494140625	0
6593260	0.75	0
6595020	0.47509765625	0
6596780	0.126953125	0
6598540	0.10791015625	0
6600300	0.47509765625	0
6602060	0.633056640625	0
6603820	0.742919921875	0
6605580	0.5830078125	0
6607340	0.75	0
6609100	0.387939453125	0
6610860	0.75	0
6612620	0.035888671875	0
6614380	0.65087890625	0
6616140	0.297119140625	0
6617900	0.677978515625	0
6619660	0.693115234375	0
6621420	0.75	0
6623180	0.278076171875	0
6624940	0.677978515625	0
6626700	0.236083984375	0
6628460	0.7080078125	0
6630220	0.677978515625	0
6631980	0.677978515625	0
6633740	0.16796875	0
6635500	0.677978515625	0
6637260	0.633056640625	0
6639020	0.527099609375	0
6640780	0.742919921875	0
6642540	0.677978515625	0
6644300	0.285888671875	0
6646060	0.74609375	0
6647820	0.677978515625	0
6649580	0.248046875	0
6651340	0.18701171875	0
6653100	0.325927734375	0
6654860	0.278076171875	0
6656620	0.693115234375	0
6658380	0.660888671875	0
6660140	0.65087890625	0
6661900	0.0048828125	0
6663660	0.693115234375	0
6665420	0.30810546875	0
6667180	0.64111328125	0
6668940	0.701904296875	0
6670700	0.126953125	0
6672460	0.326904296875	0
6674220	0.701904296875	0
6675980	0.236083984375	0
6677740	0.623046875	0
6679500	0.677978515625	0
6681260	0.047119140625	0
6683020	0.56494140625	0
6684780	0.26708984375	0
6686540	0.5048828125	0
6688300	0.7080078125	0
6690060	0.68408203125	0
6691820	0.7080078125	0
6693580	0.66796875	0
6695340	0.126953125	0
6697100	0.089111328125	0
6698860	0.7080078125	0
6700620	0.345947265625	0
6702380	0.64111328125	0
6704140	0.66796875	0
6705900	0.677978515625	0
6707660	0.534912109375	0
6709420	0.66796875	0
6711180	0.677978515625	0
6712940	0.701904296875	0
6714700	0.137939453125	0
6716460	0.39599609375	0
6718220	0.22900390625	0
6719980	0.5458984375	0
6721740	0.176025390625	0
6723500	0.41796875	0
6725260	0.56494140625	0
6727020	0.701904296875	0
6728780	0.534912109375	0
6730540	0.089111328125	0
6732300	0.22900390625	0
6734060	0.10791015625	0
6735820	0.447998046875	0
6737580	0.467041015625	0
6739340	0.30810546875	0
6741100	0.693115234375	0
6742860	0.364990234375	0
6744620	0.39599609375	0
6746380	0.325927734375	0
6748140	0.7080078125	0
6749900	0.7080078125	0
6751660	0.137939453125	0
6753420	0.534912109375	0
6755180	0.633056640625	0
6756940	0.660888671875	0
6758700	0.60498046875	0
6760460	0.47509765625	0
6762220	0.677978515625	0
6763980	0.66796875	0
6765740	0.345947265625	0
6767500	0.534912109375	0
6769260	0.7080078125	0
6771020	0.4560546875	0
6772780	0.126953125	0
6774540	0.10791015625	0
6776300	0.4560546875	0
6778060	0.60498046875	0
6779820	0.7080078125	0
6781580	0.556884765625	0
6783340	0.7080078125	0
6785100	0.364990234375	0
6786860	0.7080078125	0
6788620	0.035888671875	0
6790380	0.65087890625	0
6792140	0.285888671875	0
6793900	0.66796875	0
6795660	0.677978515625	0
6797420	0.7080078125	0
6799180	0.26708984375	0
6800940	0.64111328125	0
6802700	0.22900390625	0
6804460	0.68408203125	0
6806220	0.66796875	0
6807980	0.66796875	0
6809740	0.156982421875	0
6811500	0.66796875	0
6813260	0.60498046875	0
6815020	0.5048828125	0
6816780	0.701904296875	0
6818540	0.66796875	0
6820300	0.278076171875	0
6822060	0.7080078125	0
6823820	0.66796875	0
6825580	0.236083984375	0
6827340	0.176025390625	0
6829100	0.30810546875	0
6830860	0.26708984375	0
6832620	0.660888671875	0
6834380	0.660888671875	0
6836140	0.716064453125	0
6837900	0.0048828125	0
6839660	0.74609375	0
6841420	0.345947265625	0
6843180	0.72412109375	0
6844940	0.739013671875	0
6846700	0.137939453125	0
6848460	0.364990234375	0
6850220	0.75	0
6851980	0.26708984375	0
6853740	0.693115234375	0
6855500	0.739013671875	0
6857260	0.05810546875	0
6859020	0.633056640625	0
6860780	0.297119140625	0
6862540	0.56494140625	0
6864300	0.75	0
6866060	0.742919921875	0
6867820	0.7470703125	0
6869580	0.739013671875	0
6871340	0.137939453125	0
6873100	0.095947265625	0
6874860	0.739013671875	0
6876620	0.387939453125	0
6878380	0.739013671875	0
6880140	0.739013671875	0
6881900	0.73291015625	0
6883660	0.60498046875	0
6885420	0.73291015625	0
6887180	0.739013671875	0
6888940	0.739013671875	0
6890700	0.156982421875	0
6892460	0.447998046875	0
6894220	0.2548828125	0
6895980	0.612060546875	0
6897740	0.198974609375	0
6899500	0.47509765625	0
6901260	0.633056640625	0
6903020	0.739013671875	0
6904780	0.60498046875	0
6906540	0.095947265625	0
6908300	0.2548828125	0
6910060	0.116943359375	0
6911820	0.5048828125	0
6913580	0.527099609375	0
6915340	0.345947265625	0
6917100	0.739013671875	0
6918860	0.41796875	0
6920620	0.447998046875	0
6922380	0.364990234375	0
6924140	0.7470703125	0
6925900	0.7470703125	0
6927660	0.156982421875	0
6929420	0.60498046875	0
6931180	0.701904296875	0
6932940	0.739013671875	0
6934700	0.677978515625	0
6936460	0.534912109375	0
6938220	0.739013671875	0
6939980	0.739013671875	0
6941740	0.39599609375	0
6943500	0.60498046875	0
6945260	0.7470703125	0
6947020	0.51611328125	0
6948780	0.14599609375	0
6950540	0.116943359375	0
6952300	0.51611328125	0
6954060	0.677978515625	0
6955820	0.742919921875	0
6957580	0.623046875	0
6959340	0.7470703125	0
6961100	0.41796875	0
6962860	0.7470703125	0
6964620	0.035888671875	0
6966380	0.72412109375	0
6968140	0.325927734375	0
6969900	0.73291015625	0
6971660	0.739013671875	0
6973420	0.7470703125	0
6975180	0.297119140625	0
6976940	0.7080078125	0
6978700	0.2548828125	0
6980460	0.739013671875	0
6982220	0.73291015625	0
6983980	0.739013671875	0
6985740	0.176025390625	0
6987500	0.73291015625	0
6989260	0.677978515625	0
6991020	0.56494140625	0
6992780	0.75	0
6994540	0.73291015625	0
6996300	0.325927734375	0
6998060	0.742919921875	0
6999820	0.739013671875	0
7001580	0.26708984375	0
7003340	0.198974609375	0
7005100	0.345947265625	0
7006860	0.297119140625	0
7008620	0.72802734375	0
7010380	0.73291015625	0
7012140	0.701904296875	0
7013900	0.0048828125	0
7015660	0.72802734375	0
7017420	0.345947265625	0
7019180	0.74609375	0
7020940	0.739990234375	0
7022700	0.137939453125	0
7024460	0.364990234375	0
7026220	0.73388671875	0
7027980	0.26708984375	0
7029740	0.68408203125	0
7031500	0.742919921875	0
7033260	0.05810546875	0
7035020	0.633056640625	0
7036780	0.297119140625	0
7038540	0.56494140625	0
7040300	0.73388671875	0
7042060	0.722900390625	0
7043820	0.739990234375	0
7045580	0.74609375	0
7047340	0.137939453125	0
7049100	0.095947265625	0
7050860	0.739990234375	0
7052620	0.387939453125	0
7054380	0.748046875	0
7056140	0.74609375	0
7057900	0.742919921875	0
7059660	0.60498046875	0
7061420	0.74609375	0
7063180	0.742919921875	0
7064940	0.739990234375	0
7066700	0.156982421875	0
7068460	0.447998046875	0
7070220	0.2548828125	0
7071980	0.612060546875	0
7073740	0.198974609375	0
7075500	0.47509765625	0
7077260	0.633056640625	0
7079020	0.739990234375	0
7080780	0.60498046875	0
7082540	0.095947265625	0
7084300	0.2548828125	0
7086060	0.116943359375	0
7087820	0.5048828125	0
7089580	0.527099609375	0
7091340	0.345947265625	0
7093100	0.742919921875	0
7094860	0.41796875	0
7096620	0.447998046875	0
7098380	0.364990234375	0
7100140	0.739990234375	0
7101900	0.739990234375	0
7103660	0.156982421875	0
7105420	0.60498046875	0
7107180	0.693115234375	0
7108940	0.74609375	0
7110700	0.66796875	0
7112460	0.534912109375	0
7114220	0.742919921875	0
7115980	0.74609375	0
7117740	0.39599609375	0
7119500	0.60498046875	0
7121260	0.739990234375	0
7123020	0.51611328125	0
7124780	0.14599609375	0
7126540	0.116943359375	0
7128300	0.51611328125	0
7130060	0.66796875	0
7131820	0.739990234375	0
7133580	0.623046875	0
7135340	0.739990234375	0
7137100	0.41796875	0
7138860	0.739990234375	0
7140620	0.035888671875	0
7142380	0.74609375	0
7144140	0.326904296875	0
7145900	0.74609375	0
7147660	0.742919921875	0
7149420	0.739990234375	0
7151180	0.297119140625	0
7152940	0.693115234375	0
7154700	0.2548828125	0
7156460	0.742919921875	0
7158220	0.74609375	0
7159980	0.74609375	0
7161740	0.176025390625	0
7163500	0.74609375	0
7165260	0.66796875	0
